사고발생_년도,사고발생_월,사고발생_일,사고발생_시간,자치구명,행정동,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고세부유형,법규위반,큰도로형태,세부도로형태,가해운전자 상해정도,피해운전자 상해정도
2015년,7월,24일,02시,영등포구,양평동4가,경상사고,0,0,1,0,차도통행중,신호위반,교차로,교차로부근,상해없음,경상
2015년,7월,24일,02시,도봉구,도봉동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,24일,03시,영등포구,영등포동5가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2015년,7월,24일,22시,강동구,천호동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2015년,7월,24일,23시,중랑구,묵동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,24일,23시,양천구,신월동,중상사고,0,1,1,0,차도통행중,안전운전불이행,단일로,기타,경상,중상
2015년,7월,25일,03시,강남구,대치동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,25일,05시,광진구,중곡동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,사망
2015년,7월,25일,05시,도봉구,도봉동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2015년,7월,25일,22시,송파구,문정동,경상사고,0,0,2,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2015년,7월,26일,00시,강남구,신사동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,기타불명,경상
2015년,7월,26일,02시,영등포구,영등포동2가,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,부상신고
2015년,7월,26일,03시,노원구,중계동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,7월,26일,04시,성북구,보문동7가,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,교량,상해없음,경상
2015년,7월,26일,04시,광진구,중곡동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,7월,27일,02시,금천구,시흥동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,중상
2015년,7월,27일,22시,성동구,행당동,중상사고,0,1,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2015년,7월,27일,22시,강남구,신사동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,경상
2015년,7월,27일,22시,강남구,개포동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,교차로,교차로부근,상해없음,부상신고
2015년,7월,27일,23시,서초구,양재동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,기타불명,경상
2015년,7월,28일,00시,서대문구,영천동,중상사고,0,1,0,1,횡단중,안전운전불이행,단일로,기타,부상신고,중상
2015년,7월,28일,01시,영등포구,영등포동3가,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2015년,7월,28일,04시,은평구,대조동,경상사고,0,0,2,0,차도통행중,안전운전불이행,교차로,교차로부근,경상,경상
2015년,7월,29일,00시,중구,남대문로5가,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2015년,7월,29일,00시,금천구,가산동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2015년,7월,29일,01시,종로구,평창동,중상사고,0,2,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,7월,29일,22시,서초구,잠원동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2015년,7월,29일,23시,동대문구,용두동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,7월,30일,00시,동작구,신대방동,경상사고,0,0,1,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,경상
2015년,7월,30일,04시,영등포구,신길동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2015년,7월,30일,23시,중랑구,중화동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,1일,00시,송파구,가락동,중상사고,0,2,0,0,횡단중,안전운전불이행,단일로,기타,중상,중상
2015년,8월,1일,00시,은평구,대조동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,8월,1일,01시,서초구,양재동,부상신고사고,0,0,0,1,횡단중,기타,단일로,기타,기타불명,부상신고
2015년,8월,1일,22시,양천구,목동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,2일,00시,용산구,한강로1가,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2015년,8월,2일,01시,구로구,구로동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2015년,8월,2일,23시,서대문구,창천동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,4일,22시,강남구,신사동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,4일,23시,노원구,공릉동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2015년,8월,5일,00시,서초구,방배동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로부근,상해없음,경상
2015년,8월,5일,01시,중랑구,묵동,중상사고,0,1,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,5일,01시,은평구,갈현동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,5일,02시,은평구,녹번동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2015년,8월,5일,04시,중구,신당동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,5일,05시,중구,남대문로5가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2015년,8월,7일,01시,성북구,길음동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2015년,8월,7일,03시,광진구,자양동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,중상
2015년,8월,8일,01시,영등포구,양평동4가,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2015년,8월,8일,04시,종로구,창신동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,8일,06시,강북구,수유동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2015년,8월,8일,22시,서대문구,현저동,중상사고,0,1,0,0,횡단중,신호위반,단일로,횡단보도상,상해없음,중상
2015년,8월,9일,01시,성북구,종암동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,9일,03시,노원구,상계동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,11일,01시,강북구,수유동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,기타불명,경상
2015년,8월,11일,04시,관악구,신림동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,11일,06시,구로구,구로동,중상사고,0,1,0,0,횡단중,신호위반,단일로,횡단보도상,상해없음,중상
2015년,8월,11일,22시,서초구,서초동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,12일,04시,강북구,미아동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2015년,8월,12일,22시,강남구,역삼동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,12일,23시,중구,회현동2가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,13일,00시,금천구,시흥동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,경상
2015년,8월,13일,01시,용산구,한강로2가,경상사고,0,0,2,0,횡단중,신호위반,교차로,교차로부근,기타불명,경상
2015년,8월,13일,02시,마포구,합정동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,13일,02시,관악구,신림동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,8월,13일,03시,중구,황학동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,기타불명,중상
2015년,8월,13일,22시,서대문구,연희동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,기타불명,중상
2015년,8월,13일,22시,관악구,봉천동,경상사고,0,0,2,0,횡단중,신호위반,단일로,기타,상해없음,경상
2015년,8월,13일,23시,서초구,서초동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,14일,02시,관악구,봉천동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2015년,8월,14일,05시,도봉구,방학동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,교차로,교차로부근,기타불명,부상신고
2015년,8월,14일,22시,광진구,중곡동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,15일,00시,노원구,공릉동,중상사고,0,2,0,0,횡단중,신호위반,교차로,교차로안,중상,중상
2015년,8월,15일,01시,동작구,상도동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,15일,01시,도봉구,창동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,15일,02시,양천구,신월동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,8월,15일,04시,마포구,동교동,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2015년,8월,15일,05시,중구,남대문로5가,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2015년,8월,16일,23시,강동구,암사동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2015년,8월,17일,01시,종로구,종로2가,경상사고,0,0,1,0,횡단중,신호위반,단일로,기타,상해없음,경상
2015년,8월,17일,04시,관악구,봉천동,사망사고,1,0,0,0,횡단중,과속,단일로,기타,상해없음,사망
2015년,8월,17일,06시,금천구,시흥동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2015년,8월,17일,22시,강남구,역삼동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2015년,8월,18일,00시,중구,신당동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,18일,01시,종로구,창신동,경상사고,0,0,1,0,횡단중,신호위반,단일로,기타,상해없음,경상
2015년,8월,18일,02시,도봉구,창동,중상사고,0,1,0,0,횡단중,과속,교차로,교차로안,상해없음,중상
2015년,8월,19일,00시,성북구,장위동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,8월,19일,06시,성동구,행당동,사망사고,1,0,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,사망
2015년,8월,20일,01시,양천구,목동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2015년,8월,21일,00시,송파구,잠실동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2015년,8월,21일,03시,성동구,하왕십리동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로부근,상해없음,경상
2015년,8월,21일,04시,중랑구,묵동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,21일,05시,영등포구,여의도동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,21일,23시,영등포구,신길동,경상사고,0,0,1,0,횡단중,신호위반,단일로,기타,상해없음,경상
2015년,8월,22일,00시,강남구,역삼동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,경상
2015년,8월,22일,02시,광진구,중곡동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,22일,05시,중구,을지로1가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,8월,22일,06시,강남구,역삼동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,횡단보도부근,상해없음,중상
2015년,8월,22일,22시,성북구,돈암동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,경상
2015년,8월,22일,23시,서대문구,북아현동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2015년,8월,23일,02시,송파구,석촌동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2015년,8월,23일,05시,금천구,독산동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2015년,8월,24일,00시,영등포구,신길동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,8월,24일,00시,성북구,종암동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,8월,25일,00시,영등포구,여의도동,경상사고,0,0,2,0,횡단중,안전운전불이행,기타,기타,경상,경상
2015년,8월,25일,06시,성북구,장위동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
