사고발생_년도,사고발생_월,사고발생_일,사고발생_시간,자치구명,행정동,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고세부유형,법규위반,큰도로형태,세부도로형태,가해운전자 상해정도,피해운전자 상해정도
2016년,6월,25일,03시,동대문구,제기동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,6월,25일,04시,강남구,삼성동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2016년,6월,25일,04시,노원구,월계동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2016년,6월,25일,05시,강동구,길동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,기타불명,중상
2016년,6월,25일,06시,은평구,신사동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2016년,6월,25일,23시,중랑구,묵동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,6월,26일,00시,중구,쌍림동,중상사고,0,1,0,0,횡단중,신호위반,단일로,횡단보도부근,상해없음,중상
2016년,6월,26일,00시,송파구,장지동,경상사고,0,0,1,0,횡단중,기타,교차로,교차로안,기타불명,경상
2016년,6월,26일,01시,송파구,방이동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,기타불명,경상
2016년,6월,26일,02시,영등포구,영등포동5가,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2016년,6월,26일,02시,은평구,대조동,경상사고,0,0,1,0,차도통행중,안전운전불이행,교차로,교차로부근,기타불명,경상
2016년,6월,26일,22시,은평구,대조동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2016년,6월,27일,00시,영등포구,영등포동3가,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2016년,6월,27일,01시,도봉구,창동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,중상
2016년,6월,27일,05시,동대문구,휘경동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2016년,6월,27일,22시,강남구,도곡동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,6월,28일,00시,동대문구,용두동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2016년,6월,28일,04시,성동구,하왕십리동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,횡단보도상,기타불명,부상신고
2016년,6월,29일,23시,도봉구,방학동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2016년,6월,30일,00시,강남구,청담동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,경상
2016년,7월,1일,00시,마포구,용강동,경상사고,0,0,1,0,횡단중,중앙선침범,단일로,기타,상해없음,경상
2016년,7월,1일,06시,노원구,상계동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,1일,22시,광진구,중곡동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,1일,22시,강서구,마곡동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,1일,22시,구로구,구로동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,1일,23시,종로구,세종로,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2016년,7월,1일,23시,관악구,신림동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,1일,23시,관악구,봉천동,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2016년,7월,1일,23시,성북구,장위동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,1일,23시,양천구,신정동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2016년,7월,1일,23시,노원구,중계동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2016년,7월,1일,23시,서초구,방배동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2016년,7월,2일,00시,종로구,종로2가,경상사고,0,0,2,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,2일,01시,동대문구,전농동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2016년,7월,2일,01시,동작구,대방동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2016년,7월,2일,03시,성동구,금호동1가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2016년,7월,2일,04시,성동구,금호동2가,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2016년,7월,2일,22시,영등포구,여의도동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,3일,01시,영등포구,당산동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2016년,7월,3일,02시,강북구,수유동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,3일,05시,성북구,안암동5가,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2016년,7월,4일,22시,강북구,번동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,4일,23시,중구,저동1가,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,4일,23시,영등포구,신길동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,기타불명,중상
2016년,7월,4일,23시,중랑구,상봉동,경상사고,0,0,1,0,차도통행중,중앙선침범,단일로,기타,상해없음,경상
2016년,7월,4일,23시,송파구,오금동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,중상
2016년,7월,4일,23시,서초구,양재동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,중상
2016년,7월,5일,22시,광진구,중곡동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2016년,7월,5일,23시,중랑구,면목동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2016년,7월,6일,00시,서초구,반포동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,6일,05시,강남구,역삼동,부상신고사고,0,0,0,1,차도통행중,안전운전불이행,단일로,기타,기타불명,부상신고
2016년,7월,7일,00시,성북구,종암동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2016년,7월,7일,01시,강서구,마곡동,경상사고,0,0,1,0,횡단중,안전운전불이행,기타,기타,상해없음,경상
2016년,7월,7일,03시,강남구,삼성동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,8일,23시,중구,태평로1가,부상신고사고,0,0,0,1,횡단중,보행자보호의무위반,단일로,횡단보도상,기타불명,부상신고
2016년,7월,9일,01시,영등포구,양평동6가,중상사고,0,2,3,0,차도통행중,안전운전불이행,단일로,기타,경상,중상
2016년,7월,10일,22시,금천구,가산동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2016년,7월,10일,23시,관악구,봉천동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,중상
2016년,7월,10일,23시,강동구,천호동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,11일,02시,구로구,고척동,경상사고,0,0,1,1,차도통행중,안전운전불이행,단일로,기타,상해없음,부상신고
2016년,7월,11일,22시,강북구,미아동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,11일,23시,강서구,공항동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,기타불명,중상
2016년,7월,12일,00시,성북구,종암동,중상사고,0,1,0,0,횡단중,중앙선침범,교차로,교차로안,상해없음,중상
2016년,7월,12일,03시,중구,중림동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2016년,7월,12일,04시,중구,정동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2016년,7월,12일,23시,종로구,신문로1가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,12일,23시,동대문구,이문동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,12일,23시,강서구,가양동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2016년,7월,13일,01시,금천구,가산동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2016년,7월,13일,01시,강서구,화곡동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2016년,7월,13일,04시,중구,남대문로5가,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2016년,7월,13일,23시,강북구,미아동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2016년,7월,14일,01시,노원구,상계동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2016년,7월,14일,04시,영등포구,신길동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,14일,05시,서초구,방배동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로부근,상해없음,경상
2016년,7월,14일,23시,강서구,등촌동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2016년,7월,14일,23시,강서구,등촌동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,기타불명,경상
2016년,7월,15일,00시,강서구,등촌동,경상사고,0,0,2,0,횡단중,신호위반,단일로,기타,상해없음,경상
2016년,7월,15일,00시,구로구,구로동,중상사고,0,1,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2016년,7월,15일,00시,서초구,방배동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2016년,7월,15일,03시,은평구,응암동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,횡단보도상,상해없음,경상
2016년,7월,15일,04시,마포구,서교동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,교차로,교차로안,상해없음,부상신고
2016년,7월,15일,06시,동대문구,답십리동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,15일,06시,구로구,천왕동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2016년,7월,15일,22시,용산구,청파동1가,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,기타불명,경상
2016년,7월,15일,22시,마포구,서교동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,15일,23시,성북구,길음동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,중상
2016년,7월,16일,00시,중랑구,묵동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,기타불명,경상
2016년,7월,16일,00시,송파구,잠실동,경상사고,0,0,1,0,횡단중,신호위반,기타,기타,상해없음,경상
2016년,7월,16일,02시,금천구,가산동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,16일,04시,서대문구,홍제동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,중상
2016년,7월,16일,04시,용산구,보광동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,기타불명,중상
2016년,7월,16일,06시,중랑구,면목동,경상사고,0,0,2,0,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,경상
2016년,7월,16일,23시,서대문구,남가좌동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,중상
2016년,7월,17일,03시,강남구,삼성동,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2016년,7월,17일,03시,은평구,갈현동,중상사고,0,1,0,0,횡단중,과속,교차로,교차로부근,상해없음,중상
2016년,7월,17일,03시,강남구,역삼동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,17일,22시,마포구,서교동,경상사고,0,0,1,0,횡단중,기타,단일로,횡단보도상,상해없음,경상
2016년,7월,17일,23시,구로구,온수동,경상사고,0,0,2,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,18일,02시,마포구,동교동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로부근,기타불명,중상
2016년,7월,18일,02시,서초구,양재동,중상사고,0,1,0,1,차도통행중,안전운전불이행,단일로,기타,부상신고,중상
2016년,7월,18일,22시,마포구,동교동,경상사고,0,0,1,0,차도통행중,기타,단일로,기타,상해없음,경상
2016년,7월,18일,22시,강서구,가양동,경상사고,0,0,1,1,횡단중,안전운전불이행,기타,기타,부상신고,경상
2016년,7월,19일,01시,성북구,하월곡동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,중상
2016년,7월,19일,05시,동작구,본동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,19일,23시,마포구,공덕동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,중상
2016년,7월,20일,01시,종로구,숭인동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2016년,7월,20일,04시,금천구,시흥동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,20일,04시,성동구,성수동1가,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2016년,7월,21일,01시,강남구,논현동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,21일,04시,영등포구,여의도동,사망사고,1,0,0,0,횡단중,신호위반,단일로,기타,상해없음,사망
2016년,7월,21일,23시,강서구,등촌동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2016년,7월,22일,00시,강서구,가양동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,22일,02시,용산구,한남동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2016년,7월,22일,23시,성북구,안암동2가,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2016년,7월,23일,01시,강서구,등촌동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,기타불명,중상
2016년,7월,23일,01시,구로구,구로동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,23일,02시,성북구,석관동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,23일,22시,송파구,잠실동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2016년,7월,23일,22시,성북구,장위동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,23일,22시,성북구,석관동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2016년,7월,23일,23시,서초구,서초동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,23일,23시,도봉구,쌍문동,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2016년,7월,24일,02시,강동구,길동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,24일,03시,용산구,이태원동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,기타불명,중상
2016년,7월,24일,05시,용산구,이태원동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2016년,7월,24일,05시,송파구,송파동,사망사고,1,0,0,0,횡단중,신호위반,단일로,기타,상해없음,사망
2016년,7월,24일,23시,강동구,고덕동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2016년,7월,25일,01시,관악구,신림동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,26일,02시,강북구,미아동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,기타불명,경상
2016년,7월,26일,22시,양천구,목동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,26일,22시,강남구,역삼동,중상사고,0,1,0,0,차도통행중,신호위반,단일로,횡단보도부근,상해없음,중상
2016년,7월,27일,00시,성동구,옥수동,부상신고사고,0,0,0,1,차도통행중,안전운전불이행,단일로,교량,상해없음,부상신고
2016년,7월,28일,00시,강서구,화곡동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,7월,28일,02시,노원구,상계동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2016년,7월,28일,03시,송파구,석촌동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2016년,7월,28일,23시,마포구,서교동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,기타불명,경상
2016년,7월,29일,01시,강서구,내발산동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로부근,상해없음,중상
2016년,7월,30일,00시,동대문구,이문동,중상사고,0,1,0,0,횡단중,안전운전불이행,미분류,미분류,상해없음,중상
2016년,7월,30일,00시,관악구,신림동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,기타불명,중상
2016년,7월,31일,00시,종로구,세종로,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도부근,기타불명,경상
2016년,7월,31일,00시,중랑구,면목동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,7월,31일,22시,은평구,갈현동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,1일,00시,서대문구,현저동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,2일,00시,중랑구,상봉동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2016년,8월,2일,22시,동대문구,휘경동,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2016년,8월,2일,23시,송파구,마천동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2016년,8월,2일,23시,노원구,상계동,중상사고,0,1,0,0,횡단중,신호위반,단일로,횡단보도상,상해없음,중상
2016년,8월,3일,00시,종로구,서린동,중상사고,0,2,0,0,횡단중,신호위반,교차로,교차로부근,중상,중상
2016년,8월,3일,23시,동대문구,이문동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,3일,23시,성북구,하월곡동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,4일,00시,종로구,명륜2가,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2016년,8월,4일,00시,광진구,능동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,4일,04시,강북구,수유동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,5일,00시,성북구,돈암동,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도상,기타불명,경상
2016년,8월,5일,00시,양천구,신정동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,5일,01시,중구,봉래동2가,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,5일,02시,송파구,가락동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,5일,05시,영등포구,당산동3가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,기타불명,중상
2016년,8월,6일,00시,강북구,번동,중상사고,0,1,0,1,횡단중,보행자보호의무위반,단일로,횡단보도상,부상신고,중상
2016년,8월,6일,02시,강남구,도곡동,중상사고,0,2,0,0,차도통행중,안전운전불이행,단일로,기타,중상,중상
2016년,8월,6일,03시,서초구,양재동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2016년,8월,6일,23시,용산구,원효로4가,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,경상
2016년,8월,7일,02시,강서구,화곡동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,7일,03시,성북구,안암동5가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,7일,23시,구로구,개봉동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2016년,8월,7일,23시,노원구,월계동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2016년,8월,8일,23시,구로구,오류동,경상사고,0,0,1,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,경상
2016년,8월,9일,00시,마포구,공덕동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,9일,00시,마포구,서교동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,10일,05시,동대문구,답십리동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2016년,8월,11일,00시,광진구,자양동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로부근,기타불명,중상
2016년,8월,11일,06시,강북구,미아동,사망사고,1,0,0,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,사망
2016년,8월,11일,06시,강서구,화곡동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2016년,8월,12일,22시,강서구,화곡동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,12일,23시,서대문구,북가좌동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,13일,02시,성북구,길음동,중상사고,0,1,1,0,횡단중,안전운전불이행,단일로,기타,경상,중상
2016년,8월,13일,04시,중구,쌍림동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,기타불명
2016년,8월,13일,04시,양천구,신정동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,13일,05시,영등포구,영등포동6가,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,14일,01시,성동구,행당동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2016년,8월,14일,22시,성동구,행당동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로부근,상해없음,중상
2016년,8월,15일,00시,강동구,천호동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,15일,22시,성북구,하월곡동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2016년,8월,16일,00시,구로구,구로동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2016년,8월,16일,01시,동작구,동작동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2016년,8월,16일,03시,성북구,동선동1가,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,16일,06시,강서구,화곡동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2016년,8월,17일,01시,동대문구,제기동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,중상
2016년,8월,17일,01시,서초구,방배동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,17일,22시,중구,신당동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,경상
2016년,8월,17일,23시,강서구,가양동,사망사고,1,0,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,사망
2016년,8월,18일,01시,관악구,봉천동,사망사고,1,0,0,0,횡단중,신호위반,교차로,교차로안,상해없음,사망
2016년,8월,18일,02시,강남구,청담동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,18일,22시,중랑구,신내동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,18일,22시,성북구,장위동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2016년,8월,18일,23시,성동구,성수동1가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,19일,22시,마포구,망원동,중상사고,0,1,0,0,횡단중,신호위반,단일로,횡단보도상,상해없음,중상
2016년,8월,19일,22시,관악구,봉천동,부상신고사고,0,0,0,1,차도통행중,안전운전불이행,교차로,교차로안,기타불명,부상신고
2016년,8월,20일,01시,종로구,종로2가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,20일,02시,강동구,성내동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,경상
2016년,8월,20일,03시,마포구,대흥동,중상사고,0,1,0,1,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,20일,22시,서대문구,홍은동,부상신고사고,0,0,0,1,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,부상신고
2016년,8월,20일,22시,강남구,역삼동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,21일,00시,송파구,마천동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2016년,8월,21일,03시,광진구,화양동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,기타불명,경상
2016년,8월,21일,03시,광진구,화양동,경상사고,0,0,1,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,경상
2016년,8월,21일,05시,광진구,자양동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,21일,22시,성북구,하월곡동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2016년,8월,22일,22시,중랑구,중화동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2016년,8월,22일,22시,강동구,천호동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,22일,23시,용산구,이태원동,경상사고,0,0,2,0,횡단중,신호위반,교차로,교차로부근,상해없음,경상
2016년,8월,22일,23시,구로구,신도림동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2016년,8월,23일,03시,구로구,오류동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,중상
2016년,8월,24일,01시,은평구,대조동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,경상
